id,workclass,fnlwgt,education,occupation,relationship,race,sex,capital-gain,capital-loss,income,age-range,hours-range,nc
131,Private,43323,HS-grad,Other-service,Not-in-family,White,Female,0,1762,<=50K,"(15, 30]","(20, 40]",NC-US
134,Private,146195,Assoc-acdm,Tech-support,Not-in-family,Black,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
143,Private,196584,Assoc-voc,Prof-specialty,Not-in-family,White,Female,0,1564,>50K,"(30, 45]","(20, 40]",NC-US
145,Private,185814,HS-grad,Transport-moving,Unmarried,Black,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
147,Private,108293,HS-grad,Other-service,Unmarried,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
149,?,174662,Some-college,?,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
151,Private,198183,HS-grad,Adm-clerical,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
154,?,252903,HS-grad,?,Not-in-family,White,Male,0,0,>50K,"(45, 60]","(40, 60]",NC-US
156,Private,214542,Bachelors,Handlers-cleaners,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
158,Private,191535,HS-grad,Craft-repair,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
161,Private,252752,HS-grad,Other-service,Unmarried,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
162,Self-emp-inc,78374,Masters,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
166,Federal-gov,235485,Assoc-acdm,Exec-managerial,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
167,State-gov,102628,Masters,Protective-serv,Unmarried,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
170,Private,124953,HS-grad,Other-service,Not-in-family,White,Male,0,1980,<=50K,"(15, 30]","(20, 40]",NC-US
173,Private,428030,Bachelors,Craft-repair,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
175,Private,253814,HS-grad,Sales,Unmarried,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
177,Private,483777,HS-grad,Handlers-cleaners,Not-in-family,Black,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
181,Private,114580,Some-college,Adm-clerical,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
182,Private,633742,Some-college,Craft-repair,Not-in-family,Black,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
186,Self-emp-not-inc,143129,Bachelors,Exec-managerial,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
187,?,135105,Bachelors,?,Not-in-family,White,Female,0,0,<=50K,"(45, 60]","(40, 60]",NC-US
190,Private,155222,Some-college,Machine-op-inspct,Not-in-family,Black,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
196,Private,99374,Some-college,Craft-repair,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
197,Federal-gov,56795,Masters,Exec-managerial,Not-in-family,White,Female,14084,0,>50K,"(30, 45]","(40, 60]",NC-US
199,Self-emp-not-inc,32921,HS-grad,Sales,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
200,Private,397317,Masters,Prof-specialty,Not-in-family,White,Female,0,1876,<=50K,"(15, 30]","(20, 40]",NC-US
203,Local-gov,254817,Some-college,Prof-specialty,Not-in-family,White,Female,0,1340,<=50K,"(30, 45]","(20, 40]",NC-US
204,State-gov,48211,HS-grad,Adm-clerical,Unmarried,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
207,Private,36270,HS-grad,Craft-repair,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
212,Private,153790,Some-college,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
215,Private,635913,Bachelors,Exec-managerial,Not-in-family,Black,Male,0,0,>50K,"(30, 45]","(40, 60]",NC-US
216,Private,313321,Assoc-acdm,Sales,Not-in-family,White,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
219,Private,255004,10th,Craft-repair,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
221,?,187656,1st-4th,?,Not-in-family,White,Male,0,0,<=50K,"(60, 75]","(20, 40]",NC-US
222,Private,51744,HS-grad,Other-service,Not-in-family,Black,Male,0,2206,<=50K,"(75, 100]","(20, 40]",NC-US
224,Local-gov,140359,Preschool,Machine-op-inspct,Not-in-family,White,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
229,Private,176796,HS-grad,Adm-clerical,Not-in-family,White,Female,0,0,<=50K,"(60, 75]","(20, 40]",NC-US
230,Private,538583,11th,Transport-moving,Not-in-family,Black,Male,3674,0,<=50K,"(30, 45]","(20, 40]",NC-US
231,Private,130408,HS-grad,Sales,Unmarried,Black,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
232,Private,159732,Some-college,Adm-clerical,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
234,Private,76714,Prof-school,Prof-specialty,Not-in-family,White,Male,0,0,>50K,"(15, 30]","(40, 60]",NC-US
236,State-gov,170525,Some-college,Adm-clerical,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
244,Private,179488,Some-college,Craft-repair,Not-in-family,White,Male,0,1741,<=50K,"(30, 45]","(20, 40]",NC-US
247,Private,183916,HS-grad,Other-service,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
252,Local-gov,171328,10th,Other-service,Unmarried,Black,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
257,Private,172579,HS-grad,Other-service,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
258,Private,187666,Assoc-voc,Exec-managerial,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
259,Private,204518,7th-8th,Craft-repair,Not-in-family,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
268,Private,185480,Bachelors,Prof-specialty,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
277,Private,190174,Some-college,Exec-managerial,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
282,Private,175413,Assoc-acdm,Sales,Unmarried,Black,Female,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
283,Private,173960,Bachelors,Prof-specialty,Not-in-family,White,Female,0,0,<=50K,"(45, 60]","(40, 60]",NC-US
287,Private,176609,Some-college,Other-service,Not-in-family,White,Male,0,0,<=50K,"(45, 60]","(40, 60]",NC-US
288,Private,371987,Bachelors,Exec-managerial,Not-in-family,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
291,Private,127595,HS-grad,Prof-specialty,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
292,Local-gov,220419,Bachelors,Protective-serv,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
294,Private,248402,Bachelors,Tech-support,Unmarried,Black,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
296,Self-emp-inc,57424,Bachelors,Sales,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
299,Private,169469,HS-grad,Sales,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(60, 80]",NC-US
301,Private,153718,Some-college,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
305,Private,173321,HS-grad,Adm-clerical,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
306,Private,193945,Assoc-acdm,Tech-support,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
307,Private,83082,Assoc-acdm,Prof-specialty,Not-in-family,White,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
310,Private,59306,Bachelors,Sales,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
313,Self-emp-not-inc,205607,Bachelors,Prof-specialty,Not-in-family,Black,Female,0,0,>50K,"(30, 45]","(20, 40]",NC-US
315,Private,191954,Some-college,Machine-op-inspct,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
318,Private,423158,Some-college,Tech-support,Not-in-family,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
319,Private,159841,HS-grad,Other-service,Not-in-family,White,Female,0,0,<=50K,"(60, 75]","(20, 40]",NC-US
322,Private,186110,HS-grad,Transport-moving,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
323,Private,200381,11th,Exec-managerial,Not-in-family,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
329,Private,127921,HS-grad,Transport-moving,Not-in-family,White,Male,2050,0,<=50K,"(60, 75]","(40, 60]",NC-US
330,Private,206565,Some-college,Craft-repair,Not-in-family,Black,Male,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
331,Private,224563,Bachelors,Adm-clerical,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
332,Private,178686,Assoc-voc,Other-service,Not-in-family,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
337,Private,71195,Masters,Prof-specialty,Not-in-family,White,Male,0,0,<=50K,"(45, 60]","(40, 60]",NC-US
340,Private,94936,Assoc-acdm,Sales,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
345,Self-emp-not-inc,241895,Bachelors,Sales,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
347,?,151989,Assoc-voc,?,Unmarried,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
356,Private,161400,11th,Other-service,Unmarried,Other,Male,0,0,<=50K,"(60, 75]","(20, 40]",NC-US
363,Private,174575,Bachelors,Exec-managerial,Not-in-family,White,Male,0,1564,>50K,"(30, 45]","(40, 60]",NC-US
364,Private,410439,HS-grad,Sales,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
368,Private,212448,Bachelors,Exec-managerial,Not-in-family,White,Female,0,0,>50K,"(45, 60]","(40, 60]",NC-US
369,Private,481060,HS-grad,Sales,Unmarried,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
374,Private,160323,HS-grad,Craft-repair,Not-in-family,Black,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
377,Private,35633,Some-college,Sales,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
378,Self-emp-not-inc,80914,Masters,Exec-managerial,Not-in-family,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
380,Private,174319,HS-grad,Transport-moving,Not-in-family,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
381,Private,214955,5th-6th,Craft-repair,Not-in-family,White,Female,0,2339,<=50K,"(45, 60]","(40, 60]",NC-US
383,Private,108699,Some-college,Sales,Not-in-family,White,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
385,Private,396099,HS-grad,Other-service,Not-in-family,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
386,Private,134152,HS-grad,Machine-op-inspct,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
391,Private,301302,Bachelors,Craft-repair,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
392,Self-emp-not-inc,277946,Assoc-acdm,Craft-repair,Not-in-family,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
394,Private,196164,HS-grad,Other-service,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
396,Private,96975,Some-college,Handlers-cleaners,Unmarried,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
401,Private,108574,Some-college,Other-service,Not-in-family,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
403,Private,227689,Assoc-voc,Tech-support,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(60, 80]",NC-US
410,Local-gov,42346,Some-college,Other-service,Not-in-family,Black,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
411,Private,241951,HS-grad,Handlers-cleaners,Unmarried,Black,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
412,Private,118500,Some-college,Exec-managerial,Unmarried,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
415,Private,92440,12th,Craft-repair,Not-in-family,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NC-US
418,Local-gov,243867,11th,Machine-op-inspct,Not-in-family,Black,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
419,State-gov,240283,HS-grad,Transport-moving,Unmarried,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
423,Private,188401,HS-grad,Farming-fishing,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
424,Private,228528,10th,Craft-repair,Unmarried,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
426,Federal-gov,255191,Masters,Prof-specialty,Not-in-family,White,Male,0,1408,<=50K,"(30, 45]","(20, 40]",NC-US
430,?,107762,HS-grad,?,Not-in-family,White,Male,0,0,<=50K,"(75, 100]","(20, 40]",NC-US
432,Self-emp-not-inc,204116,Bachelors,Prof-specialty,Not-in-family,White,Female,2174,0,<=50K,"(30, 45]","(20, 40]",NC-US
436,Local-gov,284843,HS-grad,Farming-fishing,Not-in-family,Black,Male,594,0,<=50K,"(30, 45]","(40, 60]",NC-US
437,Local-gov,117018,Some-college,Protective-serv,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
440,Private,363425,Bachelors,Prof-specialty,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
441,Private,45857,HS-grad,Adm-clerical,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
445,Private,298227,Some-college,Sales,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
446,Private,290521,HS-grad,Exec-managerial,Unmarried,Black,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
463,Private,193374,1st-4th,Craft-repair,Unmarried,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
466,Private,35598,HS-grad,Transport-moving,Unmarried,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
470,Private,201965,Some-college,Prof-specialty,Unmarried,White,Male,0,0,>50K,"(45, 60]","(20, 40]",NC-US
472,Private,285020,HS-grad,Craft-repair,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
473,Private,303990,HS-grad,Transport-moving,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
474,Private,49401,Assoc-voc,Other-service,Not-in-family,White,Female,0,0,<=50K,"(60, 75]","(20, 40]",NC-US
475,Private,279196,Bachelors,Craft-repair,Not-in-family,White,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
478,Private,161155,10th,Other-service,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
479,Private,197904,HS-grad,Other-service,Unmarried,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
483,Private,193626,HS-grad,Craft-repair,Unmarried,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
488,Local-gov,164427,Bachelors,Prof-specialty,Unmarried,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
490,Private,347934,HS-grad,Other-service,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
491,Federal-gov,371373,HS-grad,Adm-clerical,Not-in-family,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
492,Private,32220,Assoc-acdm,Exec-managerial,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
493,Private,187251,HS-grad,Prof-specialty,Unmarried,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
495,Private,343121,HS-grad,Adm-clerical,Unmarried,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
498,Private,64293,Some-college,Prof-specialty,Not-in-family,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
504,Private,181054,Bachelors,Sales,Not-in-family,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
505,Private,388093,Bachelors,Exec-managerial,Not-in-family,Black,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
508,Local-gov,543162,HS-grad,Adm-clerical,Unmarried,Black,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
509,Private,91996,HS-grad,Other-service,Unmarried,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
510,Private,141944,Assoc-voc,Handlers-cleaners,Unmarried,White,Male,0,1380,<=50K,"(45, 60]","(40, 60]",NC-US
511,?,251804,5th-6th,?,Unmarried,Black,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
512,Private,37070,Assoc-voc,Craft-repair,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
514,Private,189346,HS-grad,Craft-repair,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
515,?,222216,Assoc-voc,?,Unmarried,White,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
518,?,204226,Some-college,?,Unmarried,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
522,Local-gov,248344,Some-college,Handlers-cleaners,Not-in-family,Black,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
524,Private,177905,Some-college,Machine-op-inspct,Unmarried,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NC-US
531,Private,108658,HS-grad,Machine-op-inspct,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
536,Private,190942,1st-4th,Priv-house-serv,Not-in-family,Black,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
537,Private,102345,Assoc-voc,Craft-repair,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
538,Self-emp-inc,41493,Bachelors,Farming-fishing,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
539,?,190027,HS-grad,?,Unmarried,Black,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
542,Private,237903,Some-college,Handlers-cleaners,Unmarried,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
543,Private,163862,HS-grad,Transport-moving,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
545,Private,84179,HS-grad,Handlers-cleaners,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
549,Private,184831,Some-college,Craft-repair,Unmarried,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
550,Self-emp-not-inc,245724,Some-college,Exec-managerial,Not-in-family,White,Male,0,0,<=50K,"(45, 60]","(40, 60]",NC-US
551,Self-emp-not-inc,27053,HS-grad,Other-service,Unmarried,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
552,Private,205343,11th,Adm-clerical,Unmarried,White,Female,0,0,<=50K,"(60, 75]","(20, 40]",NC-US
554,Federal-gov,319560,Assoc-voc,Craft-repair,Unmarried,Black,Female,0,0,>50K,"(30, 45]","(20, 40]",NC-US
555,Private,136218,11th,Machine-op-inspct,Not-in-family,White,Female,0,0,<=50K,"(60, 75]","(20, 40]",NC-US
560,Private,114053,Bachelors,Transport-moving,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
563,Private,82804,HS-grad,Handlers-cleaners,Unmarried,Black,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
568,Self-emp-not-inc,110663,HS-grad,Craft-repair,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
569,Private,87490,Masters,Exec-managerial,Unmarried,White,Male,0,0,<=50K,"(45, 60]","(40, 60]",NC-US
574,Private,158156,Doctorate,Prof-specialty,Not-in-family,White,Female,0,0,<=50K,"(15, 30]","(60, 80]",NC-US
577,Self-emp-not-inc,28738,Assoc-acdm,Sales,Unmarried,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
578,Local-gov,283635,Bachelors,Prof-specialty,Not-in-family,White,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
584,Self-emp-not-inc,340939,Bachelors,Tech-support,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
586,Private,34292,Some-college,Adm-clerical,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
589,Self-emp-inc,103948,Bachelors,Prof-specialty,Not-in-family,White,Male,0,0,<=50K,"(45, 60]","(60, 80]",NC-US
592,Private,39352,7th-8th,Transport-moving,Not-in-family,White,Male,0,0,>50K,"(45, 60]","(40, 60]",NC-US
596,?,99399,Some-college,?,Unmarried,Amer-Indian-Eskimo,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
598,Private,200408,Some-college,Tech-support,Not-in-family,White,Male,2174,0,<=50K,"(15, 30]","(20, 40]",NC-US
599,Private,136455,Bachelors,Prof-specialty,Not-in-family,White,Female,0,0,<=50K,"(45, 60]","(40, 60]",NC-US
600,Private,239824,Bachelors,Tech-support,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
602,Private,51290,7th-8th,Other-service,Not-in-family,White,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
604,Self-emp-not-inc,194404,Assoc-acdm,Farming-fishing,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
605,Private,45612,HS-grad,Adm-clerical,Unmarried,Black,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
607,Private,182521,HS-grad,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
608,Local-gov,339772,HS-grad,Exec-managerial,Not-in-family,Black,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
610,Private,200853,Masters,Prof-specialty,Not-in-family,White,Female,6849,0,<=50K,"(45, 60]","(40, 60]",NC-US
611,Private,247564,HS-grad,Craft-repair,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
622,Private,109351,9th,Priv-house-serv,Unmarried,Black,Female,0,0,<=50K,"(60, 75]","(20, 40]",NC-US
630,Self-emp-not-inc,165039,Some-college,Other-service,Unmarried,Black,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
631,Local-gov,120451,10th,Other-service,Unmarried,Black,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
636,Private,226181,Bachelors,Handlers-cleaners,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
640,Private,75654,HS-grad,Craft-repair,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
645,Self-emp-inc,195322,Doctorate,Prof-specialty,Not-in-family,White,Male,0,0,>50K,"(45, 60]","(20, 40]",NC-US
646,Local-gov,402089,HS-grad,Adm-clerical,Unmarried,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
653,State-gov,143774,Some-college,Exec-managerial,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
661,Private,261293,Masters,Sales,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
