id,workclass,fnlwgt,education,occupation,relationship,race,sex,capital-gain,capital-loss,income,age-range,hours-range,nc
1348,Private,153078,Bachelors,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,>50K,"(30, 45]","(40, 60]",NCNon-US-Hispanic
1368,Private,152234,HS-grad,Exec-managerial,Husband,Asian-Pac-Islander,Male,99999,0,>50K,"(45, 60]","(20, 40]",NCNon-US-Hispanic
1391,Local-gov,289403,7th-8th,Craft-repair,Husband,Black,Male,0,1887,>50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
1411,Self-emp-inc,196945,HS-grad,Other-service,Husband,Asian-Pac-Islander,Male,0,0,<=50K,"(30, 45]","(60, 80]",NC-Asian-Pacific
1430,Private,147322,Assoc-voc,Machine-op-inspct,Wife,White,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-Hispanic
1485,Private,209448,10th,Farming-fishing,Husband,White,Male,2105,0,<=50K,"(30, 45]","(20, 40]",NC-Hispanic
1514,Self-emp-inc,125000,Bachelors,Exec-managerial,Husband,White,Male,0,0,>50K,"(45, 60]","(20, 40]",NCNon-US-Hispanic
1554,Private,134768,Doctorate,Prof-specialty,Husband,White,Male,7688,0,>50K,"(60, 75]","(20, 40]",NCNon-US-Hispanic
1593,Private,98361,Masters,Prof-specialty,Husband,White,Male,15024,0,>50K,"(45, 60]","(40, 60]",NCNon-US-Hispanic
1612,Private,46406,Masters,Prof-specialty,Husband,White,Male,0,0,>50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
1629,?,200904,Assoc-acdm,?,Wife,Black,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-Asian-Pacific
1630,Private,328466,11th,Other-service,Husband,White,Male,2407,0,<=50K,"(30, 45]","(60, 80]",NC-Hispanic
1634,Private,405723,1st-4th,Machine-op-inspct,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-Hispanic
1655,Private,120277,Bachelors,Prof-specialty,Husband,White,Male,15024,0,>50K,"(30, 45]","(40, 60]",NCNon-US-Hispanic
1663,Private,273454,7th-8th,Protective-serv,Husband,White,Male,0,0,<=50K,"(60, 75]","(20, 40]",NCNon-US-Hispanic
1674,Private,170846,Assoc-acdm,Adm-clerical,Wife,White,Female,0,0,>50K,"(45, 60]","(20, 40]",NCNon-US-Hispanic
1676,?,168340,HS-grad,?,Husband,White,Male,0,0,>50K,"(60, 75]","(20, 40]",NCNon-US-Hispanic
1711,Federal-gov,168191,Some-college,Craft-repair,Husband,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NCNon-US-Hispanic
1717,Private,233955,Masters,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,>50K,"(30, 45]","(40, 60]",NCNon-US-Hispanic
1794,Private,53042,Some-college,Machine-op-inspct,Husband,Black,Male,0,0,<=50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
1818,Private,185407,HS-grad,Craft-repair,Husband,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NCNon-US-Hispanic
1820,Private,282063,7th-8th,Handlers-cleaners,Husband,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-Hispanic
1839,Private,338105,Bachelors,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-Asian-Pacific
1882,Self-emp-not-inc,246862,HS-grad,Prof-specialty,Wife,White,Female,0,0,>50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
1913,Private,324420,1st-4th,Craft-repair,Husband,White,Male,0,0,<=50K,"(30, 45]","(40, 60]",NC-Hispanic
1948,State-gov,303446,Bachelors,Prof-specialty,Husband,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-Asian-Pacific
1973,Private,111415,HS-grad,Other-service,Husband,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NCNon-US-Hispanic
2018,Private,505119,Masters,Exec-managerial,Husband,White,Male,0,0,>50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
2104,Private,163392,Some-college,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,<=50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
2144,Private,209317,HS-grad,Transport-moving,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-Hispanic
2159,Self-emp-not-inc,121124,5th-6th,Sales,Husband,White,Male,0,0,>50K,"(45, 60]","(40, 60]",NCNon-US-Hispanic
2181,Private,244147,Bachelors,Prof-specialty,Husband,White,Male,0,0,>50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
2229,Private,224763,7th-8th,Transport-moving,Husband,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NCNon-US-Hispanic
2233,Private,178322,Assoc-voc,Sales,Husband,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NCNon-US-Hispanic
2249,Federal-gov,239539,Bachelors,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,>50K,"(30, 45]","(20, 40]",NC-Asian-Pacific
2268,Private,167955,HS-grad,Craft-repair,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
2282,Private,219509,HS-grad,Other-service,Husband,White,Male,0,0,>50K,"(30, 45]","(20, 40]",NC-Hispanic
2286,Private,116379,Masters,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,>50K,"(30, 45]","(40, 60]",NC-Asian-Pacific
2330,Federal-gov,173093,Some-college,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,1887,>50K,"(45, 60]","(20, 40]",NC-Asian-Pacific
2339,Private,116358,Masters,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,>50K,"(30, 45]","(20, 40]",NC-Asian-Pacific
2353,Private,176711,Bachelors,Farming-fishing,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
2369,Private,758700,9th,Handlers-cleaners,Husband,White,Male,3781,0,<=50K,"(30, 45]","(40, 60]",NC-Hispanic
2373,Private,205708,Some-college,Craft-repair,Husband,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NCNon-US-Hispanic
2377,Private,181132,HS-grad,Machine-op-inspct,Husband,White,Male,0,0,>50K,"(45, 60]","(20, 40]",NCNon-US-Hispanic
2410,Private,41474,10th,Other-service,Husband,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NC-Hispanic
2426,Self-emp-inc,124137,Prof-school,Prof-specialty,Husband,White,Male,0,2415,>50K,"(45, 60]","(20, 40]",NCNon-US-Hispanic
2432,Private,356250,Prof-school,Sales,Husband,Asian-Pac-Islander,Male,0,0,<=50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
2446,Private,63921,5th-6th,Handlers-cleaners,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-Hispanic
2469,Self-emp-not-inc,237532,HS-grad,Sales,Wife,Black,Female,0,0,>50K,"(30, 45]","(40, 60]",NC-Hispanic
2512,Private,277545,Bachelors,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,>50K,"(45, 60]","(20, 40]",NCNon-US-Hispanic
2513,?,174525,HS-grad,?,Husband,White,Male,3942,0,<=50K,"(45, 60]","(20, 40]",NCNon-US-Hispanic
2558,State-gov,110517,Doctorate,Prof-specialty,Husband,Asian-Pac-Islander,Male,4064,0,<=50K,"(45, 60]","(20, 40]",NC-Asian-Pacific
2587,Private,153205,Bachelors,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,<=50K,"(30, 45]","(40, 60]",NCNon-US-Hispanic
2647,Private,273536,7th-8th,Sales,Husband,Other,Male,0,0,<=50K,"(45, 60]","(40, 60]",NC-Hispanic
2652,Private,213226,Bachelors,Prof-specialty,Husband,White,Male,0,0,>50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
2659,Federal-gov,206983,Prof-school,Prof-specialty,Husband,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-Hispanic
2667,Private,407068,5th-6th,Other-service,Husband,White,Male,0,0,<=50K,"(30, 45]","(60, 80]",NC-Hispanic
2680,Local-gov,336969,Bachelors,Prof-specialty,Husband,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-Asian-Pacific
2752,Self-emp-not-inc,174102,7th-8th,Exec-managerial,Husband,White,Male,4386,0,>50K,"(45, 60]","(40, 60]",NCNon-US-Hispanic
2775,State-gov,133917,Doctorate,Prof-specialty,Husband,Black,Male,0,1902,>50K,"(45, 60]","(40, 60]",NCNon-US-Hispanic
2794,Private,192200,Bachelors,Prof-specialty,Husband,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NCNon-US-Hispanic
2815,Private,237735,5th-6th,Transport-moving,Husband,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NC-Hispanic
2817,Private,237321,1st-4th,Machine-op-inspct,Husband,White,Male,0,0,>50K,"(30, 45]","(20, 40]",NC-Hispanic
2900,Private,573583,HS-grad,Transport-moving,Husband,White,Male,0,0,>50K,"(45, 60]","(40, 60]",NCNon-US-Hispanic
2909,Self-emp-inc,183869,Prof-school,Exec-managerial,Husband,White,Male,0,0,>50K,"(45, 60]","(40, 60]",NCNon-US-Hispanic
2989,Private,178385,Masters,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,<=50K,"(30, 45]","(40, 60]",NC-Asian-Pacific
2994,Self-emp-not-inc,361888,Bachelors,Sales,Husband,White,Male,0,0,<=50K,"(30, 45]","(40, 60]",NCNon-US-Hispanic
2998,Private,234962,HS-grad,Handlers-cleaners,Husband,White,Male,2829,0,<=50K,"(30, 45]","(20, 40]",NC-Hispanic
3021,Private,98350,Prof-school,Craft-repair,Husband,Asian-Pac-Islander,Male,0,1902,>50K,"(45, 60]","(20, 40]",NC-Asian-Pacific
3025,Self-emp-not-inc,94962,HS-grad,Craft-repair,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
3107,State-gov,124971,Doctorate,Prof-specialty,Husband,White,Male,0,0,>50K,"(60, 75]","(20, 40]",NCNon-US-Hispanic
3115,Private,356838,Some-college,Tech-support,Husband,White,Male,2829,0,<=50K,"(30, 45]","(40, 60]",NCNon-US-Hispanic
3159,Private,235624,Assoc-voc,Exec-managerial,Husband,White,Male,0,0,>50K,"(45, 60]","(20, 40]",NCNon-US-Hispanic
3164,Private,173938,Prof-school,Adm-clerical,Husband,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NCNon-US-Hispanic
3165,Private,200641,10th,Exec-managerial,Wife,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-Hispanic
3166,Private,211654,Some-college,Craft-repair,Husband,White,Male,0,0,>50K,"(45, 60]","(40, 60]",NCNon-US-Hispanic
3215,Private,194740,Some-college,Craft-repair,Husband,White,Male,0,0,<=50K,"(30, 45]","(40, 60]",NCNon-US-Hispanic
3238,Private,211759,Bachelors,Exec-managerial,Husband,Other,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-Hispanic
3247,Self-emp-inc,132832,HS-grad,Adm-clerical,Wife,White,Female,20051,0,>50K,"(60, 75]","(20, 40]",NCNon-US-Hispanic
3256,Private,180985,Bachelors,Prof-specialty,Husband,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NCNon-US-Hispanic
3260,Private,223212,Bachelors,Prof-specialty,Husband,White,Male,0,1848,>50K,"(30, 45]","(20, 40]",NC-Hispanic
3289,Private,240859,11th,Craft-repair,Husband,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NCNon-US-Hispanic
3303,Private,664821,Bachelors,Other-service,Husband,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NC-Asian-Pacific
3317,Federal-gov,352094,Some-college,Tech-support,Husband,White,Male,7688,0,>50K,"(30, 45]","(20, 40]",NC-Asian-Pacific
3343,Self-emp-inc,139916,Assoc-voc,Sales,Husband,Other,Male,0,2179,<=50K,"(30, 45]","(80, 100]",NC-Hispanic
3348,Private,116508,HS-grad,Craft-repair,Husband,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NCNon-US-Hispanic
3386,Private,203836,HS-grad,Sales,Husband,White,Male,3464,0,<=50K,"(30, 45]","(20, 40]",NC-Hispanic
3389,Private,293196,Doctorate,Prof-specialty,Husband,White,Male,15024,0,>50K,"(45, 60]","(40, 60]",NCNon-US-Hispanic
3404,Private,243607,5th-6th,Adm-clerical,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-Hispanic
3424,Private,336598,5th-6th,Farming-fishing,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-Hispanic
3446,Private,239781,Preschool,Farming-fishing,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-Hispanic
3447,Private,174351,12th,Craft-repair,Husband,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NCNon-US-Hispanic
3448,Self-emp-not-inc,44368,HS-grad,Sales,Husband,White,Male,15024,0,>50K,"(45, 60]","(40, 60]",NC-Asian-Pacific
3483,Private,113823,Masters,Prof-specialty,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
3502,Private,572751,Prof-school,Craft-repair,Husband,White,Male,5178,0,>50K,"(30, 45]","(20, 40]",NC-Hispanic
3533,Private,230823,12th,Transport-moving,Husband,White,Male,0,0,<=50K,"(60, 75]","(20, 40]",NCNon-US-Hispanic
3570,Private,230054,7th-8th,Machine-op-inspct,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-Hispanic
3623,Private,247328,9th,Machine-op-inspct,Husband,White,Male,3137,0,<=50K,"(30, 45]","(20, 40]",NC-Hispanic
3627,Private,120760,Masters,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,<=50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
3636,Private,304570,12th,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,<=50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
3647,Private,166386,Bachelors,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,<=50K,"(45, 60]","(20, 40]",NCNon-US-Hispanic
3656,Private,245842,HS-grad,Machine-op-inspct,Husband,White,Male,0,0,<=50K,"(30, 45]","(40, 60]",NC-Hispanic
3666,Private,255412,Bachelors,Exec-managerial,Husband,White,Male,0,0,>50K,"(45, 60]","(40, 60]",NCNon-US-Hispanic
3668,Private,199590,5th-6th,Transport-moving,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-Hispanic
3673,Private,183898,Assoc-acdm,Craft-repair,Husband,White,Male,7688,0,>50K,"(30, 45]","(40, 60]",NCNon-US-Hispanic
3680,Private,247205,Bachelors,Protective-serv,Husband,Black,Male,0,0,<=50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
3708,Private,160120,HS-grad,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-Asian-Pacific
3821,Private,395170,Assoc-voc,Other-service,Wife,Amer-Indian-Eskimo,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-Hispanic
3832,Private,123983,11th,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-Asian-Pacific
3879,Private,128212,5th-6th,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,>50K,"(30, 45]","(20, 40]",NC-Asian-Pacific
3909,Self-emp-inc,139057,HS-grad,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,>50K,"(30, 45]","(80, 100]",NC-Asian-Pacific
3923,Private,108426,HS-grad,Other-service,Husband,Black,Male,0,0,<=50K,"(45, 60]","(40, 60]",NCNon-US-Hispanic
3924,Private,116287,Assoc-acdm,Adm-clerical,Husband,White,Male,0,0,<=50K,"(45, 60]","(40, 60]",NC-Hispanic
3941,Private,339897,1st-4th,Machine-op-inspct,Husband,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-Hispanic
3944,Private,421837,Some-college,Machine-op-inspct,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-Hispanic
3962,Private,207253,Assoc-voc,Craft-repair,Husband,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NCNon-US-Hispanic
3987,Private,80638,Bachelors,Other-service,Husband,Asian-Pac-Islander,Male,0,0,<=50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
4012,Private,227571,7th-8th,Handlers-cleaners,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-Hispanic
4029,Self-emp-inc,103643,HS-grad,Exec-managerial,Husband,White,Male,5013,0,<=50K,"(30, 45]","(40, 60]",NCNon-US-Hispanic
4042,Private,99065,Bachelors,Handlers-cleaners,Wife,White,Female,0,0,>50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
4055,Self-emp-inc,156623,Prof-school,Prof-specialty,Husband,Asian-Pac-Islander,Male,7688,0,>50K,"(45, 60]","(40, 60]",NC-Asian-Pacific
4145,Private,95654,Bachelors,Prof-specialty,Wife,White,Female,0,0,>50K,"(30, 45]","(40, 60]",NCNon-US-Hispanic
4172,Private,324655,Masters,Tech-support,Husband,White,Male,0,1902,>50K,"(45, 60]","(20, 40]",NCNon-US-Hispanic
4197,Federal-gov,45334,Some-college,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,<=50K,"(45, 60]","(60, 80]",NCNon-US-Hispanic
4244,Self-emp-not-inc,183765,Assoc-acdm,Sales,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
4280,Private,488720,Assoc-voc,Handlers-cleaners,Husband,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-Hispanic
4291,Private,256609,12th,Machine-op-inspct,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-Hispanic
4303,Private,191342,1st-4th,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-Asian-Pacific
4315,?,275943,Some-college,?,Husband,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NC-Asian-Pacific
4326,Private,164204,1st-4th,Transport-moving,Husband,White,Male,0,0,<=50K,"(60, 75]","(40, 60]",NCNon-US-Hispanic
4354,Federal-gov,199720,Doctorate,Prof-specialty,Husband,White,Male,15024,0,>50K,"(45, 60]","(40, 60]",NCNon-US-Hispanic
4374,Self-emp-not-inc,348038,Bachelors,Prof-specialty,Husband,White,Male,0,1902,>50K,"(30, 45]","(40, 60]",NC-Hispanic
4403,Private,27494,Some-college,Sales,Husband,Asian-Pac-Islander,Male,0,0,<=50K,"(30, 45]","(40, 60]",NC-Asian-Pacific
4405,Private,102096,Bachelors,Exec-managerial,Husband,White,Male,0,0,>50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
4428,Private,218281,Bachelors,Adm-clerical,Husband,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NC-Hispanic
4433,State-gov,149650,Doctorate,Prof-specialty,Husband,White,Male,0,0,>50K,"(45, 60]","(20, 40]",NCNon-US-Hispanic
