id,workclass,fnlwgt,education,occupation,relationship,race,sex,capital-gain,capital-loss,income,age-range,hours-range,nc
294,Private,248402,Bachelors,Tech-support,Unmarried,Black,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
300,Private,146268,Bachelors,Adm-clerical,Husband,White,Male,7688,0,>50K,"(45, 60]","(20, 40]",NC-US
310,Private,59306,Bachelors,Sales,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
311,Private,142897,Masters,Exec-managerial,Husband,Asian-Pac-Islander,Male,7298,0,>50K,"(30, 45]","(20, 40]",NC-Asian-Pacific
331,Private,224563,Bachelors,Adm-clerical,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
337,Private,71195,Masters,Prof-specialty,Not-in-family,White,Male,0,0,<=50K,"(45, 60]","(40, 60]",NC-US
349,Private,156464,Bachelors,Prof-specialty,Own-child,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
350,Private,117963,Bachelors,Exec-managerial,Husband,White,Male,0,0,>50K,"(30, 45]","(20, 40]",NC-US
352,Private,111363,Bachelors,Exec-managerial,Husband,White,Male,0,0,>50K,"(30, 45]","(20, 40]",NC-US
361,Private,270092,Masters,Prof-specialty,Husband,White,Male,0,0,>50K,"(60, 75]","(20, 40]",NC-US
362,Private,180609,Bachelors,Transport-moving,Husband,White,Male,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
363,Private,174575,Bachelors,Exec-managerial,Not-in-family,White,Male,0,1564,>50K,"(30, 45]","(40, 60]",NC-US
368,Private,212448,Bachelors,Exec-managerial,Not-in-family,White,Female,0,0,>50K,"(45, 60]","(40, 60]",NC-US
391,Private,301302,Bachelors,Craft-repair,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
398,Private,86872,Bachelors,Exec-managerial,Husband,White,Male,0,0,>50K,"(15, 30]","(40, 60]",NC-US
405,Private,445382,Masters,Exec-managerial,Husband,White,Male,0,1977,>50K,"(30, 45]","(60, 80]",NC-US
413,Private,188386,Doctorate,Exec-managerial,Husband,White,Male,15024,0,>50K,"(45, 60]","(40, 60]",NC-US
435,Private,208405,Masters,Prof-specialty,Husband,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NC-US
440,Private,363425,Bachelors,Prof-specialty,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
462,Private,132601,Bachelors,Prof-specialty,Husband,White,Male,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
468,Private,192776,Masters,Exec-managerial,Husband,White,Male,0,1977,>50K,"(45, 60]","(40, 60]",NC-US
475,Private,279196,Bachelors,Craft-repair,Not-in-family,White,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
489,Private,91039,Bachelors,Sales,Husband,White,Male,15024,0,>50K,"(30, 45]","(40, 60]",NC-US
504,Private,181054,Bachelors,Sales,Not-in-family,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
505,Private,388093,Bachelors,Exec-managerial,Not-in-family,Black,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
519,Private,108116,Bachelors,Prof-specialty,Husband,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NC-US
526,Private,221172,Bachelors,Exec-managerial,Husband,White,Male,0,0,>50K,"(30, 45]","(20, 40]",NC-US
541,Private,133937,Doctorate,Prof-specialty,Own-child,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
560,Private,114053,Bachelors,Transport-moving,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
561,Private,212960,Bachelors,Sales,Husband,White,Male,0,0,>50K,"(45, 60]","(20, 40]",NC-US
569,Private,87490,Masters,Exec-managerial,Unmarried,White,Male,0,0,<=50K,"(45, 60]","(40, 60]",NC-US
574,Private,158156,Doctorate,Prof-specialty,Not-in-family,White,Female,0,0,<=50K,"(15, 30]","(60, 80]",NC-US
575,Private,350162,Bachelors,Exec-managerial,Wife,White,Male,0,0,>50K,"(15, 30]","(20, 40]",NC-US
593,Private,168387,Bachelors,Prof-specialty,Husband,White,Male,7688,0,>50K,"(30, 45]","(20, 40]",NC-US
594,Private,117789,Bachelors,Adm-clerical,Own-child,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
599,Private,136455,Bachelors,Prof-specialty,Not-in-family,White,Female,0,0,<=50K,"(45, 60]","(40, 60]",NC-US
600,Private,239824,Bachelors,Tech-support,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
606,Private,410114,Masters,Craft-repair,Husband,White,Male,0,0,>50K,"(45, 60]","(20, 40]",NC-US
610,Private,200853,Masters,Prof-specialty,Not-in-family,White,Female,6849,0,<=50K,"(45, 60]","(40, 60]",NC-US
629,Private,268090,Bachelors,Sales,Husband,White,Male,0,0,>50K,"(45, 60]","(20, 40]",NC-US
633,Private,103649,Bachelors,Adm-clerical,Wife,Black,Female,0,0,>50K,"(15, 30]","(20, 40]",NC-US
636,Private,226181,Bachelors,Handlers-cleaners,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
637,Private,175697,Bachelors,Exec-managerial,Husband,White,Male,15024,0,>50K,"(30, 45]","(40, 60]",NC-US
652,Private,292472,Doctorate,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,>50K,"(30, 45]","(20, 40]",NC-Asian-Pacific
661,Private,261293,Masters,Sales,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
673,Private,182556,Bachelors,Exec-managerial,Husband,White,Male,0,0,>50K,"(30, 45]","(20, 40]",NC-US
688,Private,195124,Masters,Exec-managerial,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-Hispanic
696,Private,203628,Masters,Prof-specialty,Not-in-family,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NC-US
697,Private,118710,Masters,Tech-support,Husband,White,Male,0,1902,>50K,"(30, 45]","(20, 40]",NC-US
698,Private,189620,Bachelors,Prof-specialty,Own-child,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NCNon-US-Hispanic
701,Private,243605,Bachelors,Sales,Unmarried,White,Female,0,1380,<=50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
704,Private,295566,Doctorate,Prof-specialty,Unmarried,White,Female,25236,0,>50K,"(45, 60]","(60, 80]",NC-US
705,Private,63042,Bachelors,Exec-managerial,Own-child,White,Female,0,0,>50K,"(30, 45]","(40, 60]",NC-US
710,Private,296450,Bachelors,Prof-specialty,Husband,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
712,Private,271767,Bachelors,Prof-specialty,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
719,Private,217460,Bachelors,Exec-managerial,Husband,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NC-US
722,Private,271328,Bachelors,Prof-specialty,Not-in-family,White,Male,4650,0,<=50K,"(15, 30]","(20, 40]",NC-US
724,Private,162140,Bachelors,Exec-managerial,Husband,White,Male,7298,0,>50K,"(30, 45]","(40, 60]",NC-US
725,Private,177937,Bachelors,Prof-specialty,Not-in-family,White,Male,0,0,>50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
739,Private,279914,Bachelors,Tech-support,Husband,White,Male,0,0,>50K,"(30, 45]","(20, 40]",NC-US
742,Private,151408,Masters,Exec-managerial,Not-in-family,White,Female,14084,0,>50K,"(30, 45]","(40, 60]",NC-US
764,Private,386773,Bachelors,Sales,Not-in-family,White,Male,0,0,>50K,"(45, 60]","(40, 60]",NC-US
777,Private,73585,Masters,Prof-specialty,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
778,Private,226902,Bachelors,Sales,Husband,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NC-US
784,Private,237601,Bachelors,Sales,Not-in-family,Other,Female,0,0,>50K,"(30, 45]","(40, 60]",NC-US
798,Private,90758,Masters,Tech-support,Not-in-family,White,Male,0,0,>50K,"(45, 60]","(20, 40]",NC-US
799,Private,274363,Bachelors,Exec-managerial,Husband,White,Male,0,1902,>50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
807,Private,169879,Bachelors,Prof-specialty,Husband,White,Male,3103,0,>50K,"(30, 45]","(40, 60]",NC-US
808,Private,270333,Bachelors,Prof-specialty,Husband,White,Male,0,0,>50K,"(60, 75]","(20, 40]",NC-US
821,Private,171871,Masters,Prof-specialty,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
837,Private,180572,Bachelors,Prof-specialty,Not-in-family,White,Female,0,0,>50K,"(30, 45]","(40, 60]",NC-US
838,Private,321435,Bachelors,Exec-managerial,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
847,Private,86551,Bachelors,Exec-managerial,Husband,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NC-US
848,Private,138192,Bachelors,Craft-repair,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
850,Private,99784,Masters,Prof-specialty,Not-in-family,White,Female,0,0,>50K,"(60, 75]","(20, 40]",NC-US
853,Private,96467,Bachelors,Prof-specialty,Not-in-family,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
858,Private,188798,Bachelors,Prof-specialty,Own-child,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
859,Private,38563,Bachelors,Exec-managerial,Not-in-family,White,Female,0,0,>50K,"(45, 60]","(40, 60]",NC-US
870,Private,48087,Bachelors,Exec-managerial,Husband,White,Male,0,0,>50K,"(30, 45]","(20, 40]",NC-US
875,Private,194636,Bachelors,Exec-managerial,Husband,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NC-US
881,Private,270335,Bachelors,Adm-clerical,Other-relative,White,Male,0,0,>50K,"(30, 45]","(20, 40]",NC-Asian-Pacific
883,Private,95336,Bachelors,Sales,Husband,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NC-US
886,Private,205865,Bachelors,Exec-managerial,Own-child,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
893,Private,183800,Bachelors,Prof-specialty,Husband,White,Male,7688,0,>50K,"(30, 45]","(40, 60]",NC-US
895,Private,170108,Masters,Prof-specialty,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
897,Private,226508,Bachelors,Exec-managerial,Own-child,White,Female,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
898,Private,87418,Bachelors,Exec-managerial,Husband,White,Male,0,0,>50K,"(15, 30]","(40, 60]",NC-US
915,Private,202027,Bachelors,Exec-managerial,Husband,White,Male,15024,0,>50K,"(30, 45]","(40, 60]",NC-US
916,Private,158926,Masters,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
927,Private,138022,Masters,Exec-managerial,Husband,White,Male,0,0,>50K,"(45, 60]","(40, 60]",NC-US
936,Private,21906,Masters,Prof-specialty,Not-in-family,White,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
939,Private,111567,Bachelors,Sales,Not-in-family,White,Male,0,0,>50K,"(30, 45]","(20, 40]",NC-US
951,Private,227065,Masters,Exec-managerial,Husband,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NC-US
962,Private,288273,Bachelors,Craft-repair,Husband,White,Male,0,0,<=50K,"(30, 45]","(60, 80]",NC-Hispanic
968,Private,164966,Bachelors,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,>50K,"(45, 60]","(20, 40]",NC-Asian-Pacific
971,Private,161538,Bachelors,Tech-support,Not-in-family,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
972,Private,105252,Bachelors,Exec-managerial,Not-in-family,White,Male,0,2392,>50K,"(60, 75]","(20, 40]",NC-US
990,Private,187370,Bachelors,Sales,Not-in-family,White,Male,0,1504,<=50K,"(45, 60]","(20, 40]",NC-US
996,Private,89325,Masters,Prof-specialty,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
1001,Private,168212,Doctorate,Prof-specialty,Husband,White,Male,0,1902,>50K,"(45, 60]","(60, 80]",NC-US
1005,Private,356067,Bachelors,Adm-clerical,Husband,White,Male,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
1014,Private,173208,Masters,Prof-specialty,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
1026,Private,201624,Bachelors,Prof-specialty,Not-in-family,Black,Male,0,0,<=50K,"(15, 30]","(40, 60]",NCNon-US-Hispanic
1043,Private,167005,Bachelors,Exec-managerial,Husband,White,Male,7688,0,>50K,"(30, 45]","(40, 60]",NC-US
1049,Private,156667,Bachelors,Prof-specialty,Husband,White,Male,0,1902,>50K,"(30, 45]","(40, 60]",NC-US
1052,Private,296453,Bachelors,Adm-clerical,Husband,White,Male,7298,0,>50K,"(15, 30]","(20, 40]",NC-US
1055,Private,87643,Bachelors,Sales,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
1068,Private,181651,Bachelors,Exec-managerial,Husband,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
1076,Private,137645,Bachelors,Sales,Not-in-family,Black,Female,0,1590,<=50K,"(15, 30]","(20, 40]",NC-US
1077,Private,191342,Bachelors,Sales,Own-child,Asian-Pac-Islander,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-Asian-Pacific
1080,Private,173728,Bachelors,Prof-specialty,Unmarried,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
1087,Private,201954,Bachelors,Exec-managerial,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
1092,Private,196025,Doctorate,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,<=50K,"(30, 45]","(40, 60]",NCNon-US-Hispanic
1103,Private,118619,Bachelors,Exec-managerial,Husband,Black,Male,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
1106,Private,51259,Bachelors,Prof-specialty,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
1108,Private,118212,Bachelors,Craft-repair,Husband,White,Male,3103,0,>50K,"(30, 45]","(20, 40]",NC-US
1111,Private,35378,Bachelors,Sales,Wife,White,Female,0,0,>50K,"(30, 45]","(40, 60]",NC-US
1119,Private,288020,Bachelors,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,<=50K,"(45, 60]","(20, 40]",NCNon-US-Hispanic
1123,Private,112497,Bachelors,Tech-support,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
1129,Private,294936,Bachelors,Prof-specialty,Husband,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
1143,Private,214010,Bachelors,Other-service,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
1145,Private,354573,Masters,Prof-specialty,Husband,White,Male,15024,0,>50K,"(30, 45]","(40, 60]",NC-US
1158,Private,227332,Bachelors,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0,0,<=50K,"(15, 30]","(20, 40]",NCNon-US-Hispanic
1162,Private,114691,Bachelors,Sales,Husband,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NC-US
1164,Private,133963,Bachelors,Prof-specialty,Wife,White,Female,0,1977,>50K,"(45, 60]","(20, 40]",NC-US
1172,Private,404616,Masters,Farming-fishing,Not-in-family,White,Male,0,0,>50K,"(15, 30]","(80, 100]",NC-US
1181,Private,216237,Bachelors,Exec-managerial,Not-in-family,White,Female,0,0,>50K,"(30, 45]","(40, 60]",NC-US
1182,Private,416745,Bachelors,Prof-specialty,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
1193,Private,444304,Bachelors,Tech-support,Husband,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
1197,Private,151616,Masters,Prof-specialty,Husband,White,Male,0,0,<=50K,"(45, 60]","(40, 60]",NC-US
1202,Private,166497,Bachelors,Craft-repair,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
1203,Private,344060,Bachelors,Other-service,Not-in-family,White,Male,0,0,>50K,"(30, 45]","(20, 40]",NC-US
1207,Private,79619,Bachelors,Sales,Husband,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NC-US
1213,Private,99185,Doctorate,Prof-specialty,Husband,White,Male,15024,0,>50K,"(45, 60]","(40, 60]",NC-US
1218,Private,231263,Bachelors,Exec-managerial,Not-in-family,White,Male,4650,0,<=50K,"(30, 45]","(40, 60]",NC-US
1224,Private,22245,Masters,Transport-moving,Husband,White,Male,0,0,>50K,"(30, 45]","(60, 80]",NCNon-US-Hispanic
1226,Private,354078,Bachelors,Prof-specialty,Husband,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NC-US
1230,Private,265266,Bachelors,Prof-specialty,Husband,White,Male,0,1902,>50K,"(45, 60]","(20, 40]",NC-US
1232,Private,175034,Bachelors,Adm-clerical,Not-in-family,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
1240,Private,33975,Masters,Prof-specialty,Not-in-family,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NC-US
1256,Private,65466,Bachelors,Adm-clerical,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
1266,Private,189623,Bachelors,Prof-specialty,Husband,White,Male,0,1887,>50K,"(30, 45]","(20, 40]",NC-US
1270,Private,200734,Bachelors,Exec-managerial,Unmarried,Black,Female,0,0,<=50K,"(45, 60]","(40, 60]",NC-US
1276,Private,129007,Bachelors,Sales,Husband,White,Male,0,1977,>50K,"(45, 60]","(20, 40]",NC-US
1288,Private,37238,Bachelors,Exec-managerial,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(40, 60]",NC-US
1293,Private,279661,Masters,Prof-specialty,Husband,Black,Male,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
1305,Private,32668,Bachelors,Machine-op-inspct,Husband,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NC-US
1311,Private,192932,Bachelors,Prof-specialty,Not-in-family,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
1316,Private,119098,Doctorate,Prof-specialty,Husband,White,Male,7298,0,>50K,"(30, 45]","(20, 40]",NC-US
1319,Private,55237,Bachelors,Craft-repair,Husband,White,Male,0,0,>50K,"(45, 60]","(40, 60]",NC-US
1336,Private,174938,Bachelors,Prof-specialty,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
1341,Private,89392,Masters,Prof-specialty,Not-in-family,White,Female,0,0,<=50K,"(45, 60]","(20, 40]",NC-US
1345,Private,184117,Bachelors,Adm-clerical,Own-child,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
1348,Private,153078,Bachelors,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,>50K,"(30, 45]","(40, 60]",NCNon-US-Hispanic
1357,Private,42900,Bachelors,Tech-support,Not-in-family,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
1372,Private,221550,Masters,Other-service,Not-in-family,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
1378,Private,198766,Masters,Sales,Husband,White,Male,20051,0,>50K,"(60, 75]","(20, 40]",NC-US
1379,Private,97429,Bachelors,Exec-managerial,Unmarried,White,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
1381,Private,37072,Bachelors,Sales,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
1390,Private,29904,Bachelors,Tech-support,Not-in-family,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
1412,Private,24342,Bachelors,Prof-specialty,Husband,White,Male,0,0,>50K,"(30, 45]","(20, 40]",NC-US
1417,Private,179186,Bachelors,Sales,Husband,Black,Male,0,0,>50K,"(30, 45]","(80, 100]",NC-US
1418,Private,127610,Bachelors,Prof-specialty,Wife,White,Female,0,0,>50K,"(30, 45]","(20, 40]",NC-US
1436,Private,441620,Bachelors,Other-service,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-Hispanic
1467,Private,101320,Masters,Exec-managerial,Not-in-family,White,Female,0,0,<=50K,"(45, 60]","(60, 80]",NC-US
1471,Private,98283,Bachelors,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
1489,Private,175232,Masters,Exec-managerial,Unmarried,White,Male,0,0,>50K,"(30, 45]","(40, 60]",NC-US
1497,Private,187119,Bachelors,Sales,Not-in-family,White,Female,0,1980,<=50K,"(30, 45]","(60, 80]",NC-US
1515,Private,123983,Bachelors,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,<=50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
1517,Private,284834,Bachelors,Adm-clerical,Wife,White,Female,2885,0,<=50K,"(45, 60]","(20, 40]",NC-US
1518,Private,212495,Bachelors,Exec-managerial,Own-child,White,Male,0,1340,<=50K,"(15, 30]","(20, 40]",NC-US
1528,Private,118025,Bachelors,Exec-managerial,Husband,White,Male,99999,0,>50K,"(45, 60]","(40, 60]",NC-US
1532,Private,125421,Masters,Exec-managerial,Unmarried,White,Female,0,0,>50K,"(45, 60]","(20, 40]",NC-US
1545,Private,168107,Bachelors,Craft-repair,Husband,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
1547,Private,180342,Bachelors,Adm-clerical,Husband,White,Male,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
1554,Private,134768,Doctorate,Prof-specialty,Husband,White,Male,7688,0,>50K,"(60, 75]","(20, 40]",NCNon-US-Hispanic
1556,Private,315877,Bachelors,Adm-clerical,Not-in-family,White,Male,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
1581,Private,169104,Bachelors,Sales,Own-child,Asian-Pac-Islander,Male,0,0,<=50K,"(30, 45]","(20, 40]",NCNon-US-Hispanic
1582,Private,200511,Bachelors,Sales,Husband,White,Male,0,0,<=50K,"(15, 30]","(40, 60]",NC-US
1589,Private,121471,Bachelors,Adm-clerical,Not-in-family,White,Female,0,0,<=50K,"(15, 30]","(20, 40]",NC-US
1593,Private,98361,Masters,Prof-specialty,Husband,White,Male,15024,0,>50K,"(45, 60]","(40, 60]",NCNon-US-Hispanic
1597,Private,910398,Bachelors,Sales,Not-in-family,Black,Female,0,0,<=50K,"(30, 45]","(20, 40]",NC-US
